customer_id,transaction_id,month_index,months_late,amount_twd,amount_usd,credit_limit_twd,paid_that_month_twd,age,education,marriage,prior_late_months,prior_observations,recovered,utilisation,payment_ratio,paid_anything,prior_late_rate,failure_code,currency,amount
uci_12145,txn_uci_12145_may,1,2,14216,440.7,190000,1000,32,2,1,0,1,0,0.07482105263157894,0.07034327518289252,1,0.0,insufficient_funds,TWD,14216
uci_12150,txn_uci_12150_may,1,2,35536,1101.62,300000,1600,42,1,1,1,1,0,0.11845333333333333,0.045024763619991,1,1.0,insufficient_funds,TWD,35536
uci_12157,txn_uci_12157_may,1,2,29408,911.65,30000,1000,51,3,2,1,1,1,0.9802666666666666,0.03400435255712731,1,1.0,insufficient_funds,TWD,29408
uci_12163,txn_uci_12163_may,1,2,59367,1840.38,120000,2114,31,2,1,1,1,0,0.494725,0.03560900837165429,1,1.0,insufficient_funds,TWD,59367
uci_12164,txn_uci_12164_may,1,2,48037,1489.15,50000,396,42,1,2,1,1,0,0.96074,0.0082436455232425,1,1.0,insufficient_funds,TWD,48037
uci_12168,txn_uci_12168_may,1,2,35766,1108.75,500000,1100,32,2,2,0,1,1,0.071532,0.030755466085108762,1,0.0,insufficient_funds,TWD,35766
uci_12177,txn_uci_12177_may,1,2,47440,1470.64,50000,3758,53,3,1,1,1,0,0.9488,0.07921585160202362,1,1.0,insufficient_funds,TWD,47440
uci_12192,txn_uci_12192_may,1,4,420,13.02,10000,0,55,3,1,1,1,0,0.042,0.0,0,1.0,multiple_declines,TWD,420
uci_12197,txn_uci_12197_may,1,2,17583,545.07,20000,1708,35,2,2,1,1,0,0.87915,0.09713928226127509,1,1.0,insufficient_funds,TWD,17583
uci_12202,txn_uci_12202_may,1,2,26298,815.24,50000,2400,25,2,1,1,1,0,0.52596,0.09126169290440338,1,1.0,insufficient_funds,TWD,26298
uci_12207,txn_uci_12207_may,1,4,21057,652.77,30000,5000,36,2,1,1,1,0,0.7019,0.23745072897373795,1,1.0,multiple_declines,TWD,21057
uci_12217,txn_uci_12217_may,1,2,201410,6243.71,280000,7300,39,2,1,1,1,0,0.7193214285714286,0.036244476441090315,1,1.0,insufficient_funds,TWD,201410
uci_12231,txn_uci_12231_may,1,2,27798,861.74,30000,0,37,2,1,1,1,0,0.9266,0.0,0,1.0,insufficient_funds,TWD,27798
uci_12234,txn_uci_12234_may,1,2,8749,271.22,160000,1000,31,2,1,0,1,1,0.05468125,0.11429877700308606,1,0.0,insufficient_funds,TWD,8749
uci_12236,txn_uci_12236_may,1,2,17889,554.56,20000,1007,36,2,1,0,1,1,0.89445,0.05629157582872156,1,0.0,insufficient_funds,TWD,17889
uci_12238,txn_uci_12238_may,1,2,38584,1196.1,50000,0,30,1,2,1,1,0,0.77168,0.0,0,1.0,insufficient_funds,TWD,38584
uci_12261,txn_uci_12261_may,1,4,39093,1211.88,90000,0,23,2,2,1,1,0,0.4343666666666667,0.0,0,1.0,multiple_declines,TWD,39093
uci_12279,txn_uci_12279_may,1,2,9785,303.33,20000,855,47,3,1,1,1,0,0.48925,0.08737864077669903,1,1.0,insufficient_funds,TWD,9785
uci_12281,txn_uci_12281_may,1,4,12139,376.31,100000,0,36,2,1,1,1,0,0.12139,0.0,0,1.0,multiple_declines,TWD,12139
uci_12282,txn_uci_12282_may,1,2,20129,624.0,50000,700,37,1,1,0,1,1,0.40258,0.03477569675592429,1,0.0,insufficient_funds,TWD,20129
uci_12287,txn_uci_12287_may,1,2,61691,1912.42,60000,3000,36,2,2,0,1,0,1.0281833333333332,0.048629459726702434,1,0.0,insufficient_funds,TWD,61691
uci_12298,txn_uci_12298_may,1,2,39696,1230.58,100000,300,22,1,2,0,1,1,0.39696,0.007557436517533253,1,0.0,insufficient_funds,TWD,39696
uci_12308,txn_uci_12308_may,1,2,310308,9619.55,320000,11000,40,3,2,0,1,0,0.9697125,0.03544865101769854,1,0.0,insufficient_funds,TWD,310308
uci_12322,txn_uci_12322_may,1,2,112011,3472.34,200000,4005,26,2,2,0,1,0,0.560055,0.03575541687869941,1,0.0,insufficient_funds,TWD,112011
uci_12345,txn_uci_12345_may,1,2,17954,556.57,30000,1000,53,2,1,0,1,0,0.5984666666666667,0.05569789461958338,1,0.0,insufficient_funds,TWD,17954
uci_12347,txn_uci_12347_may,1,2,171923,5329.61,190000,0,28,1,2,1,1,0,0.9048578947368421,0.0,0,1.0,insufficient_funds,TWD,171923
uci_12362,txn_uci_12362_may,1,2,99732,3091.69,100000,3800,26,1,2,1,1,0,0.99732,0.038102113664621184,1,1.0,insufficient_funds,TWD,99732
uci_12363,txn_uci_12363_may,1,2,44929,1392.8,50000,4000,32,2,2,1,1,0,0.89858,0.08902935743061274,1,1.0,insufficient_funds,TWD,44929
uci_12370,txn_uci_12370_may,1,2,19795,613.64,20000,0,42,2,2,1,1,0,0.98975,0.0,0,1.0,insufficient_funds,TWD,19795
uci_12372,txn_uci_12372_may,1,2,20430,633.33,40000,1000,28,2,1,0,1,0,0.51075,0.048947626040137054,1,0.0,insufficient_funds,TWD,20430
uci_12385,txn_uci_12385_may,1,2,327750,10160.25,330000,8567,27,1,2,1,1,1,0.9931818181818182,0.026138825324180014,1,1.0,insufficient_funds,TWD,327750
uci_12388,txn_uci_12388_may,1,2,31133,965.12,70000,1500,42,3,1,1,1,0,0.44475714285714285,0.04818038737031446,1,1.0,insufficient_funds,TWD,31133
uci_12391,txn_uci_12391_may,1,2,77273,2395.46,150000,1000,32,2,2,1,1,0,0.5151533333333334,0.012941130796008955,1,1.0,insufficient_funds,TWD,77273
uci_12393,txn_uci_12393_may,1,2,28104,871.22,30000,1300,47,3,1,1,1,0,0.9368,0.046256760603472814,1,1.0,insufficient_funds,TWD,28104
uci_12395,txn_uci_12395_may,1,2,16934,524.95,20000,1700,45,3,2,1,1,0,0.8467,0.10038974843510098,1,1.0,insufficient_funds,TWD,16934
uci_12407,txn_uci_12407_may,1,2,142913,4430.3,160000,5600,33,1,2,1,1,0,0.89320625,0.039184678790592876,1,1.0,insufficient_funds,TWD,142913
uci_12409,txn_uci_12409_may,1,2,61682,1912.14,80000,5010,30,2,1,1,1,1,0.771025,0.08122304724230732,1,1.0,insufficient_funds,TWD,61682
uci_12417,txn_uci_12417_may,1,2,10851,336.38,60000,1000,27,2,2,1,1,0,0.18085,0.0921574048474795,1,1.0,insufficient_funds,TWD,10851
uci_12424,txn_uci_12424_may,1,2,76549,2373.02,110000,4000,25,2,1,0,1,0,0.6959,0.05225411174541797,1,0.0,insufficient_funds,TWD,76549
uci_12431,txn_uci_12431_may,1,4,1650,51.15,20000,0,24,2,2,1,1,0,0.0825,0.0,0,1.0,multiple_declines,TWD,1650
uci_12433,txn_uci_12433_may,1,4,1650,51.15,20000,0,24,2,2,1,1,0,0.0825,0.0,0,1.0,multiple_declines,TWD,1650
uci_12451,txn_uci_12451_may,1,2,23489,728.16,40000,1000,24,1,2,0,1,0,0.587225,0.04257311933245349,1,0.0,insufficient_funds,TWD,23489
uci_12482,txn_uci_12482_may,1,2,48757,1511.47,80000,1834,26,3,2,0,1,0,0.6094625,0.03761511167627213,1,0.0,insufficient_funds,TWD,48757
uci_12489,txn_uci_12489_may,1,2,955,29.6,30000,1170,36,1,1,1,1,1,0.03183333333333333,1.225130890052356,1,1.0,insufficient_funds,TWD,955
uci_12497,txn_uci_12497_may,1,2,261,8.09,60000,6500,31,1,2,1,1,0,0.00435,2.0,1,1.0,insufficient_funds,TWD,261
uci_12498,txn_uci_12498_may,1,2,129942,4028.2,200000,0,34,1,2,1,1,0,0.64971,0.0,0,1.0,insufficient_funds,TWD,129942
uci_12501,txn_uci_12501_may,1,2,32890,1019.59,70000,1400,38,2,1,1,1,0,0.46985714285714286,0.042566129522651264,1,1.0,insufficient_funds,TWD,32890
uci_12503,txn_uci_12503_may,1,2,60881,1887.31,400000,707,27,1,2,1,1,0,0.1522025,0.011612818449105632,1,1.0,insufficient_funds,TWD,60881
uci_12508,txn_uci_12508_may,1,2,56699,1757.67,80000,0,24,2,1,1,1,0,0.7087375,0.0,0,1.0,insufficient_funds,TWD,56699
uci_12520,txn_uci_12520_may,1,2,101280,3139.68,100000,2000,27,2,2,1,1,0,1.0128,0.019747235387045814,1,1.0,insufficient_funds,TWD,101280
uci_12521,txn_uci_12521_may,1,2,190198,5896.14,200000,5600,33,1,2,0,1,1,0.95099,0.029443001503696147,1,0.0,insufficient_funds,TWD,190198
uci_12523,txn_uci_12523_may,1,2,15484,480.0,20000,0,48,2,1,1,1,0,0.7742,0.0,0,1.0,insufficient_funds,TWD,15484
uci_12536,txn_uci_12536_may,1,2,10632,329.59,20000,0,28,2,2,1,1,0,0.5316,0.0,0,1.0,insufficient_funds,TWD,10632
uci_12538,txn_uci_12538_may,1,2,19342,599.6,50000,660,23,1,2,0,1,1,0.38684,0.034122634681005064,1,0.0,insufficient_funds,TWD,19342
uci_12547,txn_uci_12547_may,1,2,51988,1611.63,90000,5000,27,2,2,1,1,0,0.5776444444444444,0.09617604062475955,1,1.0,insufficient_funds,TWD,51988
uci_12574,txn_uci_12574_may,1,2,1138,35.28,10000,182,49,3,1,1,1,1,0.1138,0.15992970123022848,1,1.0,insufficient_funds,TWD,1138
uci_12605,txn_uci_12605_may,1,2,10109,313.38,10000,1000,22,3,2,0,1,1,1.0109,0.09892175289346128,1,0.0,insufficient_funds,TWD,10109
uci_12623,txn_uci_12623_may,1,2,147262,4565.12,170000,12000,37,2,1,1,1,0,0.8662470588235294,0.08148741698469394,1,1.0,insufficient_funds,TWD,147262
uci_12642,txn_uci_12642_may,1,2,146651,4546.18,140000,2500,24,2,2,0,1,1,1.0475071428571427,0.01704727550442888,1,0.0,insufficient_funds,TWD,146651
uci_12656,txn_uci_12656_may,1,2,86705,2687.86,350000,5100,24,1,2,0,1,1,0.24772857142857144,0.05882013724698691,1,0.0,insufficient_funds,TWD,86705
uci_12674,txn_uci_12674_may,1,2,308523,9564.21,430000,15000,42,2,1,1,1,0,0.7174953488372093,0.048618741552493655,1,1.0,insufficient_funds,TWD,308523
uci_12677,txn_uci_12677_may,1,2,29054,900.67,200000,0,36,3,1,1,1,0,0.14527,0.0,0,1.0,insufficient_funds,TWD,29054
uci_12713,txn_uci_12713_may,1,2,9290,287.99,360000,5000,33,1,2,0,1,1,0.025805555555555557,0.5382131324004306,1,0.0,insufficient_funds,TWD,9290
uci_12716,txn_uci_12716_may,1,2,217830,6752.73,250000,9078,35,2,1,1,1,0,0.87132,0.041674700454482856,1,1.0,insufficient_funds,TWD,217830
uci_12722,txn_uci_12722_may,1,2,40920,1268.52,90000,1600,25,3,2,0,1,1,0.45466666666666666,0.039100684261974585,1,0.0,insufficient_funds,TWD,40920
uci_12724,txn_uci_12724_may,1,2,65761,2038.59,70000,2600,27,1,2,1,1,0,0.9394428571428571,0.039537111661927284,1,1.0,insufficient_funds,TWD,65761
uci_12733,txn_uci_12733_may,1,2,18004,558.12,70000,2000,34,3,0,1,1,0,0.2572,0.11108642523883581,1,1.0,insufficient_funds,TWD,18004
uci_12746,txn_uci_12746_may,1,3,41357,1282.07,50000,1000,52,3,1,1,1,0,0.82714,0.024179703556834395,1,1.0,multiple_declines,TWD,41357
uci_12761,txn_uci_12761_may,1,2,40009,1240.28,50000,5000,30,1,2,1,1,0,0.80018,0.12497188132670149,1,1.0,insufficient_funds,TWD,40009
uci_12768,txn_uci_12768_may,1,2,165872,5142.03,180000,11000,27,1,2,1,1,1,0.9215111111111111,0.0663161956207196,1,1.0,insufficient_funds,TWD,165872
uci_12773,txn_uci_12773_may,1,2,3023,93.71,70000,2000,36,2,2,1,1,0,0.043185714285714286,0.6615944426066821,1,1.0,insufficient_funds,TWD,3023
uci_12775,txn_uci_12775_may,1,4,20638,639.78,20000,0,23,2,2,1,1,0,1.0319,0.0,0,1.0,multiple_declines,TWD,20638
uci_12781,txn_uci_12781_may,1,2,56517,1752.03,60000,26000,38,1,1,1,1,1,0.94195,0.4600385724649221,1,1.0,insufficient_funds,TWD,56517
uci_12801,txn_uci_12801_may,1,2,8785,272.33,10000,320,36,3,2,0,1,1,0.8785,0.03642572566875356,1,0.0,insufficient_funds,TWD,8785
uci_12803,txn_uci_12803_may,1,2,148107,4591.32,260000,0,53,2,1,1,1,0,0.5696423076923077,0.0,0,1.0,insufficient_funds,TWD,148107
uci_12811,txn_uci_12811_may,1,2,28952,897.51,50000,3000,25,1,2,1,1,0,0.57904,0.1036197844708483,1,1.0,insufficient_funds,TWD,28952
uci_12812,txn_uci_12812_may,1,4,69424,2152.14,100000,0,54,3,1,1,1,0,0.69424,0.0,0,1.0,multiple_declines,TWD,69424
uci_12813,txn_uci_12813_may,1,2,121365,3762.32,130000,7200,29,2,2,1,1,0,0.9335769230769231,0.05932517612161661,1,1.0,insufficient_funds,TWD,121365
uci_12819,txn_uci_12819_may,1,2,28039,869.21,70000,1200,25,2,2,0,1,0,0.40055714285714283,0.042797532008987484,1,0.0,insufficient_funds,TWD,28039
uci_12820,txn_uci_12820_may,1,2,38852,1204.41,50000,1500,47,2,3,0,1,0,0.77704,0.03860805106558221,1,0.0,insufficient_funds,TWD,38852
uci_12823,txn_uci_12823_may,1,2,142019,4402.59,140000,5,50,2,1,1,1,0,1.0144214285714286,3.520655686915131e-05,1,1.0,insufficient_funds,TWD,142019
uci_12825,txn_uci_12825_may,1,7,2400,74.4,50000,0,36,2,1,1,1,0,0.048,0.0,0,1.0,closed_account,TWD,2400
uci_12832,txn_uci_12832_may,1,2,7923,245.61,20000,0,24,2,2,1,1,0,0.39615,0.0,0,1.0,insufficient_funds,TWD,7923
uci_12835,txn_uci_12835_may,1,2,20897,647.81,40000,0,26,2,2,1,1,0,0.522425,0.0,0,1.0,insufficient_funds,TWD,20897
uci_12846,txn_uci_12846_may,1,2,90545,2806.9,90000,3500,42,2,1,0,1,0,1.0060555555555555,0.038654812524159254,1,0.0,insufficient_funds,TWD,90545
uci_12877,txn_uci_12877_may,1,4,21596,669.48,20000,0,28,3,2,1,1,0,1.0798,0.0,0,1.0,multiple_declines,TWD,21596
uci_12898,txn_uci_12898_may,1,3,10529,326.4,20000,0,22,2,2,1,1,1,0.52645,0.0,0,1.0,multiple_declines,TWD,10529
uci_12909,txn_uci_12909_may,1,2,113328,3513.17,120000,9200,37,3,2,1,1,0,0.9444,0.08118029083721587,1,1.0,insufficient_funds,TWD,113328
uci_12923,txn_uci_12923_may,1,2,63979,1983.35,90000,5000,33,2,2,1,1,1,0.7108777777777778,0.07815064317979337,1,1.0,insufficient_funds,TWD,63979
uci_12931,txn_uci_12931_may,1,2,34668,1074.71,50000,0,24,1,2,1,1,0,0.69336,0.0,0,1.0,insufficient_funds,TWD,34668
uci_12937,txn_uci_12937_may,1,2,219064,6790.98,220000,7500,32,1,1,1,1,0,0.9957454545454546,0.03423657013475514,1,1.0,insufficient_funds,TWD,219064
uci_12947,txn_uci_12947_may,1,2,131154,4065.77,140000,9800,34,1,2,1,1,0,0.9368142857142857,0.07472131997499123,1,1.0,insufficient_funds,TWD,131154
uci_12953,txn_uci_12953_may,1,2,32854,1018.47,40000,1641,23,2,1,0,1,0,0.82135,0.04994825592013149,1,0.0,insufficient_funds,TWD,32854
uci_12956,txn_uci_12956_may,1,2,2500,77.5,280000,0,62,1,2,1,1,0,0.008928571428571428,0.0,0,1.0,insufficient_funds,TWD,2500
uci_12967,txn_uci_12967_may,1,3,381863,11837.75,400000,2281,40,2,1,1,1,0,0.9546575,0.005973346461951014,1,1.0,multiple_declines,TWD,381863
uci_12970,txn_uci_12970_may,1,2,29742,922.0,50000,1400,34,1,1,0,1,1,0.59484,0.04707148140676484,1,0.0,insufficient_funds,TWD,29742
uci_12978,txn_uci_12978_may,1,2,120714,3742.13,160000,5000,33,2,1,0,1,1,0.7544625,0.04142021637921037,1,0.0,insufficient_funds,TWD,120714
uci_13021,txn_uci_13021_may,1,2,20122,623.78,20000,0,56,2,1,1,1,0,1.0061,0.0,0,1.0,insufficient_funds,TWD,20122
uci_13047,txn_uci_13047_may,1,2,111423,3454.11,660000,10000,40,1,2,0,1,1,0.16882272727272726,0.08974807714744712,1,0.0,insufficient_funds,TWD,111423
uci_13056,txn_uci_13056_may,1,2,237399,7359.37,230000,0,29,3,2,1,1,0,1.0321695652173912,0.0,0,1.0,insufficient_funds,TWD,237399
uci_13059,txn_uci_13059_may,1,2,29123,902.81,50000,1216,26,2,2,0,1,0,0.58246,0.04175394018473372,1,0.0,insufficient_funds,TWD,29123
uci_13065,txn_uci_13065_may,1,2,27801,861.83,30000,1500,23,2,2,0,1,1,0.9267,0.05395489370885939,1,0.0,insufficient_funds,TWD,27801
uci_13068,txn_uci_13068_may,1,2,28656,888.34,50000,1000,30,1,2,1,1,0,0.57312,0.03489670575097711,1,1.0,insufficient_funds,TWD,28656
uci_13101,txn_uci_13101_may,1,2,7906,245.09,60000,0,35,2,1,1,1,0,0.13176666666666667,0.0,0,1.0,insufficient_funds,TWD,7906
uci_13152,txn_uci_13152_may,1,2,152219,4718.79,180000,0,34,2,1,1,1,0,0.8456611111111111,0.0,0,1.0,insufficient_funds,TWD,152219
uci_13189,txn_uci_13189_may,1,2,58455,1812.1,300000,0,36,2,1,1,1,0,0.19485,0.0,0,1.0,insufficient_funds,TWD,58455
uci_13219,txn_uci_13219_may,1,2,5791,179.52,20000,0,23,1,2,1,1,0,0.28955,0.0,0,1.0,insufficient_funds,TWD,5791
uci_13222,txn_uci_13222_may,1,2,45679,1416.05,50000,1500,24,2,2,1,1,0,0.91358,0.032837846712931544,1,1.0,insufficient_funds,TWD,45679
uci_13232,txn_uci_13232_may,1,6,1800,55.8,20000,0,23,2,2,1,1,0,0.09,0.0,0,1.0,closed_account,TWD,1800
uci_13255,txn_uci_13255_may,1,4,12582,390.04,20000,0,25,2,2,1,1,0,0.6291,0.0,0,1.0,multiple_declines,TWD,12582
uci_13259,txn_uci_13259_may,1,2,188683,5849.17,200000,10000,55,2,1,0,1,0,0.943415,0.05299894532098811,1,0.0,insufficient_funds,TWD,188683
uci_13262,txn_uci_13262_may,1,4,63449,1966.92,60000,0,60,2,1,1,1,0,1.0574833333333333,0.0,0,1.0,multiple_declines,TWD,63449
uci_13263,txn_uci_13263_may,1,2,31548,977.99,40000,0,24,2,1,1,1,0,0.7887,0.0,0,1.0,insufficient_funds,TWD,31548
uci_13265,txn_uci_13265_may,1,2,46528,1442.37,50000,0,23,2,2,1,1,1,0.93056,0.0,0,1.0,insufficient_funds,TWD,46528
uci_13278,txn_uci_13278_may,1,2,3673,113.86,150000,6134,32,1,2,0,1,1,0.024486666666666667,1.6700245031309555,1,0.0,insufficient_funds,TWD,3673
uci_13290,txn_uci_13290_may,1,2,205949,6384.42,230000,7500,34,1,1,1,1,0,0.8954304347826086,0.03641678279574069,1,1.0,insufficient_funds,TWD,205949
uci_13291,txn_uci_13291_may,1,2,10418,322.96,20000,0,41,3,1,1,1,0,0.5209,0.0,0,1.0,insufficient_funds,TWD,10418
uci_13292,txn_uci_13292_may,1,2,48358,1499.1,50000,0,22,1,2,1,1,0,0.96716,0.0,0,1.0,insufficient_funds,TWD,48358
uci_13298,txn_uci_13298_may,1,2,53589,1661.26,80000,2200,36,2,2,1,1,0,0.6698625,0.0410532012166676,1,1.0,insufficient_funds,TWD,53589
uci_13301,txn_uci_13301_may,1,2,51400,1593.4,100000,0,41,2,1,1,1,0,0.514,0.0,0,1.0,insufficient_funds,TWD,51400
uci_13314,txn_uci_13314_may,1,2,28819,893.39,30000,1000,26,3,2,1,1,0,0.9606333333333333,0.03469933030292515,1,1.0,insufficient_funds,TWD,28819
uci_13334,txn_uci_13334_may,1,2,10746,333.13,50000,500,25,1,1,0,1,1,0.21492,0.04652894100130281,1,0.0,insufficient_funds,TWD,10746
uci_13341,txn_uci_13341_may,1,2,279294,8658.11,350000,9500,47,2,1,0,1,0,0.7979828571428571,0.03401433614757209,1,0.0,insufficient_funds,TWD,279294
uci_13354,txn_uci_13354_may,1,2,17762,550.62,140000,0,29,1,2,1,1,0,0.12687142857142858,0.0,0,1.0,insufficient_funds,TWD,17762
uci_13365,txn_uci_13365_may,1,2,50758,1573.5,110000,0,23,2,2,1,1,0,0.46143636363636364,0.0,0,1.0,insufficient_funds,TWD,50758
uci_13370,txn_uci_13370_may,1,2,123191,3818.92,150000,11781,31,1,1,1,1,0,0.8212733333333333,0.09563198610288089,1,1.0,insufficient_funds,TWD,123191
uci_13389,txn_uci_13389_may,1,2,18356,569.04,20000,2000,45,3,1,0,1,1,0.9178,0.10895619960775768,1,0.0,insufficient_funds,TWD,18356
uci_13401,txn_uci_13401_may,1,2,48537,1504.65,50000,0,32,3,1,1,1,0,0.97074,0.0,0,1.0,insufficient_funds,TWD,48537
uci_13407,txn_uci_13407_may,1,7,2400,74.4,10000,0,23,2,2,1,1,0,0.24,0.0,0,1.0,closed_account,TWD,2400
uci_13418,txn_uci_13418_may,1,2,16485,511.04,50000,0,32,2,1,1,1,0,0.3297,0.0,0,1.0,insufficient_funds,TWD,16485
uci_13422,txn_uci_13422_may,1,2,79292,2458.05,100000,3100,29,1,2,1,1,0,0.79292,0.03909599959642839,1,1.0,insufficient_funds,TWD,79292
uci_13441,txn_uci_13441_may,1,2,36935,1144.98,40000,0,23,2,2,1,1,0,0.923375,0.0,0,1.0,insufficient_funds,TWD,36935
uci_13445,txn_uci_13445_may,1,2,225021,6975.65,320000,0,48,1,1,1,1,0,0.703190625,0.0,0,1.0,insufficient_funds,TWD,225021
uci_13454,txn_uci_13454_may,1,2,13371,414.5,20000,608,29,2,2,0,1,1,0.66855,0.045471542891331984,1,0.0,insufficient_funds,TWD,13371
uci_13466,txn_uci_13466_may,1,2,27211,843.54,140000,0,26,2,1,1,1,0,0.1943642857142857,0.0,0,1.0,insufficient_funds,TWD,27211
uci_13479,txn_uci_13479_may,1,2,17760,550.56,30000,0,43,2,3,1,1,0,0.592,0.0,0,1.0,insufficient_funds,TWD,17760
uci_13480,txn_uci_13480_may,1,2,179140,5553.34,390000,6500,41,1,1,1,1,0,0.4593333333333333,0.036284470246734396,1,1.0,insufficient_funds,TWD,179140
uci_13489,txn_uci_13489_may,1,2,64351,1994.88,80000,4000,26,1,2,1,1,0,0.8043875,0.062159096206741156,1,1.0,insufficient_funds,TWD,64351
uci_13501,txn_uci_13501_may,1,2,48150,1492.65,140000,1800,36,2,2,1,1,0,0.3439285714285714,0.037383177570093455,1,1.0,insufficient_funds,TWD,48150
uci_13529,txn_uci_13529_may,1,2,16472,510.63,20000,5782,31,3,2,1,1,0,0.8236,0.3510199125789218,1,1.0,insufficient_funds,TWD,16472
uci_13562,txn_uci_13562_may,1,2,327542,10153.8,320000,0,46,1,1,1,1,0,1.02356875,0.0,0,1.0,insufficient_funds,TWD,327542
uci_13571,txn_uci_13571_may,1,2,914,28.33,20000,16,45,2,2,1,1,0,0.0457,0.0175054704595186,1,1.0,insufficient_funds,TWD,914
uci_13576,txn_uci_13576_may,1,2,10521,326.15,40000,0,26,2,2,1,1,0,0.263025,0.0,0,1.0,insufficient_funds,TWD,10521
uci_13600,txn_uci_13600_may,1,2,6598,204.54,120000,10000,41,2,1,0,1,1,0.054983333333333335,1.515610791148833,1,0.0,insufficient_funds,TWD,6598
uci_13606,txn_uci_13606_may,1,2,36216,1122.7,50000,1500,27,1,2,1,1,0,0.72432,0.0414181577203446,1,1.0,insufficient_funds,TWD,36216
uci_13624,txn_uci_13624_may,1,2,3395,105.24,10000,1000,23,2,2,1,1,0,0.3395,0.29455081001472755,1,1.0,insufficient_funds,TWD,3395
uci_13636,txn_uci_13636_may,1,4,21662,671.52,20000,0,36,3,1,1,1,0,1.0831,0.0,0,1.0,multiple_declines,TWD,21662
uci_13656,txn_uci_13656_may,1,2,17704,548.82,30000,1000,29,3,2,0,1,0,0.5901333333333333,0.05648441030275644,1,0.0,insufficient_funds,TWD,17704
uci_13675,txn_uci_13675_may,1,2,14596,452.48,30000,0,35,2,2,1,1,0,0.4865333333333333,0.0,0,1.0,insufficient_funds,TWD,14596
uci_13680,txn_uci_13680_may,1,2,41241,1278.47,60000,3500,28,2,2,1,1,0,0.68735,0.08486700128512888,1,1.0,insufficient_funds,TWD,41241
uci_13690,txn_uci_13690_may,1,2,79311,2458.64,110000,3200,25,1,2,0,1,1,0.7210090909090909,0.04034749278158137,1,0.0,insufficient_funds,TWD,79311
uci_13696,txn_uci_13696_may,1,3,19897,616.81,20000,500,29,2,1,1,1,0,0.99485,0.025129416494948986,1,1.0,multiple_declines,TWD,19897
uci_13697,txn_uci_13697_may,1,2,31775,985.02,30000,0,49,2,2,1,1,0,1.0591666666666666,0.0,0,1.0,insufficient_funds,TWD,31775
uci_13712,txn_uci_13712_may,1,2,2500,77.5,200000,0,30,1,1,1,1,0,0.0125,0.0,0,1.0,insufficient_funds,TWD,2500
uci_13713,txn_uci_13713_may,1,4,18577,575.89,20000,0,40,2,2,1,1,0,0.92885,0.0,0,1.0,multiple_declines,TWD,18577
uci_13715,txn_uci_13715_may,1,2,13525,419.28,30000,2000,54,2,2,1,1,0,0.4508333333333333,0.1478743068391867,1,1.0,insufficient_funds,TWD,13525
uci_13718,txn_uci_13718_may,1,2,60367,1871.38,70000,2400,30,3,1,1,1,0,0.8623857142857143,0.039756820779564994,1,1.0,insufficient_funds,TWD,60367
uci_13720,txn_uci_13720_may,1,3,29903,926.99,30000,1600,27,2,1,1,1,0,0.9967666666666667,0.053506337156807006,1,1.0,multiple_declines,TWD,29903
uci_13731,txn_uci_13731_may,1,2,607,18.82,280000,3076,47,3,2,0,1,1,0.002167857142857143,2.0,1,0.0,insufficient_funds,TWD,607
uci_13737,txn_uci_13737_may,1,2,24131,748.06,30000,5000,27,2,2,0,1,0,0.8043666666666667,0.2072023538187394,1,0.0,insufficient_funds,TWD,24131
uci_13739,txn_uci_13739_may,1,2,29071,901.2,30000,1001,22,2,2,1,1,0,0.9690333333333333,0.034432940043342165,1,1.0,insufficient_funds,TWD,29071
uci_13740,txn_uci_13740_may,1,7,2400,74.4,40000,0,43,3,2,1,1,0,0.06,0.0,0,1.0,closed_account,TWD,2400
uci_13744,txn_uci_13744_may,1,2,2497,77.41,260000,0,29,1,2,1,1,0,0.009603846153846154,0.0,0,1.0,insufficient_funds,TWD,2497
uci_13745,txn_uci_13745_may,1,2,34419,1066.99,100000,0,58,1,1,1,1,0,0.34419,0.0,0,1.0,insufficient_funds,TWD,34419
uci_13779,txn_uci_13779_may,1,2,26353,816.94,30000,1100,25,2,2,1,1,0,0.8784333333333333,0.041740978256744964,1,1.0,insufficient_funds,TWD,26353
uci_13781,txn_uci_13781_may,1,3,9863,305.75,20000,0,34,2,1,1,1,0,0.49315,0.0,0,1.0,multiple_declines,TWD,9863
uci_13784,txn_uci_13784_may,1,2,8224,254.94,10000,0,22,2,2,1,1,0,0.8224,0.0,0,1.0,insufficient_funds,TWD,8224
uci_13786,txn_uci_13786_may,1,2,35238,1092.38,240000,1400,35,2,1,1,1,0,0.146825,0.03972983710766786,1,1.0,insufficient_funds,TWD,35238
uci_13788,txn_uci_13788_may,1,2,49142,1523.4,160000,4200,41,1,2,1,1,1,0.3071375,0.08546660697570306,1,1.0,insufficient_funds,TWD,49142
uci_13808,txn_uci_13808_may,1,2,27204,843.32,50000,0,26,2,2,1,1,0,0.54408,0.0,0,1.0,insufficient_funds,TWD,27204
uci_13811,txn_uci_13811_may,1,2,14386,445.97,40000,0,47,1,1,1,1,0,0.35965,0.0,0,1.0,insufficient_funds,TWD,14386
uci_13814,txn_uci_13814_may,1,2,18013,558.4,240000,1700,36,1,1,1,1,1,0.07505416666666667,0.09437628379503692,1,1.0,insufficient_funds,TWD,18013
