customer_id,month,delinquency_months,amount_at_risk,paid_last_month,credit_limit,age,recovered
8224,1,2,29525,1030,30000,30,0
8225,1,2,28859,1190,30000,22,0
8226,1,2,19755,0,20000,33,0
8227,1,2,9735,790,10000,36,1
8231,1,2,30162,3100,50000,46,0
8236,1,2,253338,0,330000,28,1
8238,1,2,10023,1400,40000,26,1
8244,1,2,846,846,360000,38,1
8256,1,2,46888,2800,80000,28,1
8270,1,2,594,888,120000,37,0
8276,1,3,120000,7661,200000,27,0
8279,1,2,52123,0,110000,34,0
8286,1,2,26383,0,30000,25,1
8294,1,2,46272,3700,50000,23,0
8296,1,2,79901,3200,100000,29,0
8299,1,2,26319,2000,30000,24,0
8303,1,2,22701,1000,30000,24,0
8306,1,2,29063,1500,30000,47,1
8324,1,2,20300,1800,20000,39,0
8338,1,2,26435,0,30000,39,0
8341,1,2,59438,3687,180000,34,1
8350,1,2,69538,2600,80000,29,1
8390,1,2,17538,1401,20000,24,0
8401,1,2,60197,0,100000,32,1
8408,1,2,33807,1300,50000,28,0
8420,1,2,49115,1930,110000,46,1
8429,1,2,152044,20,150000,35,0
8431,1,7,2400,0,180000,31,0
8462,1,2,48372,2000,100000,27,1
8468,1,2,73677,3000,140000,45,0
8471,1,3,16197,800,30000,23,0
8495,1,2,4908,133,50000,61,1
8508,1,2,18679,1600,20000,53,0
8515,1,2,16411,1304,20000,50,0
8521,1,2,44299,1800,60000,29,0
8524,1,2,7384,0,40000,26,0
8526,1,3,138592,5300,150000,36,0
8547,1,3,19465,0,20000,26,0
8549,1,2,1496,7000,10000,28,1
8574,1,2,12077,0,20000,25,0
8577,1,2,149603,11000,170000,27,0
8603,1,2,30399,0,30000,47,1
8613,1,2,31714,0,30000,34,1
8636,1,2,14289,3500,20000,24,1
8650,1,2,6995,350,20000,22,1
8655,1,8,2400,0,30000,47,0
8657,1,2,30000,5000,30000,46,0
8699,1,2,38896,1537,200000,44,1
8709,1,2,102069,0,100000,29,0
8742,1,2,29974,1200,80000,26,0
8757,1,2,140419,5300,140000,28,1
8771,1,2,10149,2000,130000,29,1
8773,1,3,225044,0,220000,41,0
8784,1,2,1582,242,50000,34,1
8798,1,2,47835,1900,70000,37,0
8809,1,2,7053,443,80000,25,1
8815,1,2,16743,1500,80000,51,0
8822,1,2,29958,1200,30000,23,0
8832,1,2,29108,1500,50000,37,0
8844,1,5,23635,0,40000,24,0
8857,1,3,39816,1600,80000,52,0
8865,1,2,38081,1326,60000,51,0
8869,1,2,15496,1000,90000,24,1
8878,1,2,5594,573,30000,41,0
8884,1,2,15001,700,100000,24,0
8906,1,2,47003,2000,50000,25,0
8926,1,2,19462,0,20000,51,1
8930,1,3,8658,0,10000,29,0
8954,1,2,52639,7127,150000,29,0
8966,1,2,22276,1000,70000,31,1
8989,1,2,13742,5000,130000,41,0
8995,1,2,45473,4008,50000,30,0
8998,1,4,88878,0,80000,31,0
9007,1,2,148754,5700,150000,35,0
9013,1,2,84242,0,100000,29,0
9017,1,2,22661,1800,60000,31,1
9020,1,2,175581,7500,200000,34,0
9024,1,2,29933,1000,30000,27,1
9030,1,2,29826,2000,70000,24,1
9032,1,4,22173,0,50000,36,0
9034,1,2,73602,2900,160000,24,0
9048,1,2,338,1000,20000,25,0
9055,1,2,70252,2500,70000,30,1
9063,1,2,48651,2000,70000,34,0
9073,1,2,149472,0,500000,29,1
9075,1,2,31771,0,30000,33,0
9080,1,7,55033,0,50000,26,0
9085,1,2,49630,1700,50000,27,0
9090,1,2,79958,100000,180000,31,0
9099,1,2,46093,2000,130000,37,0
9103,1,2,82183,10000,140000,45,0
9108,1,2,102779,0,110000,32,0
9111,1,2,94617,3400,380000,46,0
9116,1,2,24192,2119,30000,22,1
9143,1,2,49057,3000,80000,34,0
9148,1,2,3871,0,50000,27,0
9149,1,3,5073,0,10000,46,0
9165,1,2,29513,0,30000,28,0
9167,1,2,22369,1800,30000,25,0
9188,1,2,29336,1100,30000,47,1
9195,1,5,2495,0,460000,39,0
9211,1,2,108614,4000,120000,31,1
9215,1,3,16713,0,20000,48,0
9223,1,2,30587,2700,50000,36,0
9234,1,2,109652,4183,140000,30,0
9264,1,2,60576,0,110000,30,0
9265,1,2,8345,500,10000,27,0
9272,1,2,55606,4727,60000,31,0
9273,1,2,47999,2000,100000,40,0
9281,1,2,92621,3403,500000,38,1
9284,1,2,238775,8600,240000,41,0
9287,1,2,49794,2000,100000,42,0
9290,1,2,100357,0,220000,30,0
9293,1,3,118091,7000,140000,30,0
9296,1,2,25030,912,30000,35,0
9306,1,2,109821,0,140000,45,0
9316,1,2,207919,5000,250000,26,0
9326,1,2,59823,0,80000,23,0
9344,1,2,130500,4700,210000,31,1
9380,1,2,20355,2732,20000,22,1
9382,1,2,42373,10022,240000,38,1
9388,1,2,25218,2000,150000,35,1
9390,1,2,40234,1500,40000,26,0
9397,1,2,12374,0,30000,23,0
9414,1,2,97670,6170,100000,39,0
9416,1,2,199417,8001,310000,27,1
9425,1,2,38066,2400,60000,31,1
9426,1,2,63243,2500,140000,45,0
9427,1,2,130728,0,180000,30,1
9429,1,2,46249,1850,50000,29,0
9452,1,2,16563,1400,50000,43,0
9484,1,2,72210,9,70000,59,0
9493,1,2,47020,1943,50000,38,0
9508,1,2,536,982,280000,35,1
9518,1,2,36692,2000,50000,24,0
9520,1,2,19364,1000,20000,25,0
9538,1,2,35125,2000,40000,24,0
9551,1,2,77459,1580,80000,30,0
9557,1,2,276403,8475,280000,29,0
9570,1,2,9101,481,20000,38,1
9583,1,2,18919,700,30000,23,1
9584,1,2,8016,1500,20000,23,0
9594,1,2,300,0,20000,26,0
9596,1,2,1285,1000,500000,41,1
9597,1,3,12538,0,30000,41,1
9614,1,2,104159,0,120000,34,0
9626,1,2,17075,3000,20000,24,1
9636,1,2,72447,3000,230000,24,1
9639,1,2,49207,3000,70000,25,1
9647,1,2,30483,0,30000,34,0
9651,1,2,68397,2500,70000,24,0
9661,1,2,29930,0,30000,35,0
9662,1,2,20783,1800,30000,36,0
9672,1,7,2400,0,170000,48,0
9677,1,2,50509,3000,60000,29,0
9692,1,2,78,0,130000,29,0
9695,1,3,18525,0,20000,23,0
9697,1,2,19249,0,50000,34,0
9700,1,2,130524,4000,130000,27,0
9707,1,2,46865,2000,100000,46,0
9715,1,2,9862,500,10000,24,0
9731,1,2,20844,0,20000,22,0
9732,1,2,156554,5700,160000,25,0
9740,1,2,28686,2631,30000,28,1
9756,1,2,54910,3513,140000,31,0
9762,1,6,370850,0,360000,33,0
9765,1,2,32085,1200,50000,50,0
9769,1,2,47500,1763,50000,61,1
9782,1,2,24093,1094,30000,34,0
9786,1,2,29822,3000,80000,25,1
9795,1,2,12690,3027,30000,24,0
9803,1,2,20038,0,20000,22,0
9812,1,2,80316,3500,90000,49,0
9821,1,2,28447,0,20000,26,0
9822,1,2,14422,5000,20000,23,0
9833,1,2,23472,0,100000,67,0
9836,1,2,68811,3000,80000,32,1
9839,1,2,106437,4600,150000,29,0
9843,1,2,30614,0,30000,25,0
9858,1,2,16546,600,70000,50,0
9871,1,2,600,0,110000,37,0
9881,1,2,172662,2304,180000,23,0
9889,1,2,114481,9502,160000,38,1
9893,1,2,146986,5400,150000,25,0
9903,1,3,300,0,60000,25,0
9910,1,2,43798,2000,50000,44,0
9921,1,2,192304,28,200000,34,0
9941,1,2,4912,0,160000,51,0
9950,1,2,16608,2000,30000,25,0
9953,1,2,17250,1500,20000,37,0
9958,1,2,31740,1515,30000,33,0
9980,1,4,31881,0,30000,38,0
10018,1,2,186172,5324,360000,47,1
10040,1,2,198862,0,200000,27,1
10043,1,2,14154,1400,30000,24,1
10054,1,2,49590,8695,400000,38,1
10064,1,2,133090,5000,140000,59,1
10098,1,2,90043,3128,90000,33,0
10106,1,2,8216,500,10000,23,0
10112,1,2,3436,19000,60000,28,1
10116,1,2,5937,1000,10000,24,0
10120,1,2,72818,3600,90000,26,1
10121,1,2,45983,20000,150000,48,0
10125,1,2,9378,0,20000,38,0
10130,1,2,248,3408,70000,25,1
10139,1,2,29981,1100,140000,34,0
10143,1,2,55077,1600,400000,39,0
10149,1,2,46644,3890,50000,47,1
10152,1,2,61808,0,60000,48,0
10156,1,2,9442,0,10000,22,0
10167,1,2,28720,1200,60000,26,1
10181,1,2,29816,1400,40000,25,1
10195,1,3,8836,0,10000,46,0
10197,1,2,29078,1500,50000,41,0
10211,1,2,26946,2000,90000,31,0
10231,1,2,141146,0,140000,38,0
10238,1,2,67411,5000,140000,41,0
10257,1,2,101872,0,100000,41,1
10265,1,2,19648,826,20000,47,0
10282,1,2,54065,4500,60000,26,1
10315,1,2,23781,2000,30000,50,1
10317,1,2,17097,2000,20000,23,0
10326,1,2,32479,0,30000,23,1
10329,1,2,42800,0,110000,32,0
10338,1,2,19840,0,20000,47,0
10339,1,2,22896,0,200000,32,0
10354,1,2,12333,0,20000,43,0
10357,1,3,25088,0,30000,48,0
10364,1,2,51543,0,80000,28,0
10390,1,4,1650,0,20000,25,0
10391,1,2,99894,0,200000,49,0
10405,1,2,50926,4500,210000,30,0
10410,1,2,41146,0,140000,27,0
10425,1,2,90750,0,140000,32,0
10457,1,2,73330,6103,80000,50,0
10460,1,2,48441,0,50000,48,0
10468,1,2,107970,0,110000,24,0
10498,1,3,15201,0,30000,43,0
10507,1,2,17941,1933,20000,22,0
10515,1,2,115681,0,240000,35,1
10522,1,2,55585,2500,100000,51,0
10534,1,2,4360,500,10000,52,0
10537,1,3,826,0,30000,25,0
10540,1,2,179703,0,220000,47,0
10547,1,2,29318,0,30000,56,0
10548,1,3,8349,500,80000,25,0
10570,1,3,75277,17000,50000,25,1
10576,1,2,90685,3700,100000,31,0
10594,1,2,15543,1000,20000,31,0
10632,1,2,79219,3000,120000,27,1
10637,1,2,24619,1000,80000,23,1
10647,1,2,14334,1500,30000,49,1
10656,1,2,1648,0,240000,38,0
10664,1,2,44955,0,50000,36,0
10667,1,2,83359,4000,100000,29,1
10698,1,2,5328,0,280000,57,0
10702,1,2,30287,1500,50000,31,0
10715,1,2,10339,1000,30000,38,1
10729,1,2,121325,4400,130000,47,0
10745,1,2,2482,0,280000,45,0
10759,1,2,47508,1900,70000,51,0
10776,1,2,68023,2471,100000,39,0
10785,1,2,58593,2200,80000,33,0
10802,1,7,2400,0,50000,36,0
10804,1,2,73932,3000,100000,41,0
10823,1,2,100979,0,140000,27,0
10835,1,2,5058,6177,270000,52,1
10839,1,2,87930,10000,140000,28,0
10843,1,2,50162,2000,50000,50,1
10860,1,2,2500,0,360000,38,1
10862,1,3,300,0,110000,29,0
10871,1,2,61938,2500,80000,37,0
10877,1,2,1072,4689,300000,36,1
10905,1,2,18955,800,20000,47,1
10908,1,2,20718,3000,150000,30,0
10913,1,2,4180,600,10000,40,0
10918,1,2,101400,0,200000,54,0
10937,1,2,104655,7700,180000,29,0
10964,1,2,26022,1100,60000,28,0
10975,1,2,25923,0,30000,29,0
10983,1,2,2500,0,300000,59,0
11009,1,2,13927,2000,70000,40,0
11035,1,2,7751,2000,30000,38,1
11037,1,3,20721,600,20000,33,1
11041,1,2,9513,0,400000,32,0
11044,1,2,112050,4100,120000,34,0
11048,1,2,5235,500,50000,28,1
11050,1,2,81056,3001,90000,33,0
11060,1,2,111053,57,320000,32,0
11075,1,2,2500,0,260000,43,0
11099,1,2,41394,1200,170000,27,1
11105,1,2,29439,1100,30000,23,0
11128,1,2,4180,0,80000,45,0
11131,1,2,47120,4000,50000,43,1
11152,1,2,10044,515,10000,58,0
11167,1,2,103988,8500,140000,35,1
11172,1,2,27026,0,70000,37,0
11205,1,2,30050,2000,50000,40,0
11207,1,7,2443,0,200000,28,0
11208,1,2,22400,3605,170000,36,1
11218,1,2,1320,390,30000,31,0
11226,1,2,10702,500,10000,23,0
11243,1,2,151978,5000,150000,26,0
11244,1,3,29594,2000,30000,23,0
11267,1,2,18966,900,70000,34,0
11276,1,2,48617,2000,60000,29,1
11284,1,2,28806,0,30000,25,0
11287,1,2,819,886,200000,42,1
11300,1,2,86858,5000,260000,41,0
11303,1,2,80021,4200,80000,34,0
11343,1,2,18735,1000,20000,41,0
11357,1,2,13548,1300,30000,43,0
11358,1,2,13735,800,50000,39,1
11409,1,2,183299,9013,240000,48,0
11425,1,2,39628,1600,40000,39,0
11436,1,2,9063,0,20000,23,0
11445,1,2,26079,2300,20000,27,0
11450,1,2,25861,2500,30000,26,1
11452,1,2,35551,0,50000,47,0
11485,1,2,29017,0,30000,23,0
11498,1,2,285901,8942,250000,42,0
11511,1,4,1650,0,20000,63,0
11517,1,2,83710,5900,100000,35,0
11555,1,4,151269,0,150000,42,0
11559,1,2,16026,0,30000,35,0
11573,1,2,8323,13000,240000,36,1
11578,1,2,26103,2028,100000,33,0
11585,1,2,170922,1000,170000,30,0
11590,1,2,19725,3000,30000,26,0
11609,1,2,25936,944,80000,43,1
11617,1,2,28840,0,30000,52,0
11618,1,2,109072,0,110000,32,0
11623,1,3,29323,0,90000,25,0
11626,1,2,14222,700,140000,28,0
11644,1,2,6008,0,80000,34,0
11649,1,2,24843,1000,50000,47,1
11661,1,2,14443,1600,80000,39,1
11662,1,2,20100,0,30000,23,0
11664,1,2,28685,2800,50000,27,0
11667,1,2,149807,5005,150000,48,1
11672,1,2,48026,8774,110000,56,0
11682,1,2,96397,1600,100000,29,0
11702,1,2,47120,0,130000,24,0
11705,1,4,28060,3000,30000,22,1
11706,1,3,1050,0,20000,25,0
11709,1,2,18540,1700,20000,25,0
11713,1,2,120370,9000,120000,47,0
11714,1,2,16741,2843,50000,29,1
11716,1,2,23808,1200,60000,28,1
11717,1,2,58151,4800,100000,34,0
11720,1,2,46490,2200,70000,29,0
11721,1,2,185247,6021,200000,58,1
11733,1,2,8535,313,10000,32,1
11735,1,2,57110,0,180000,28,0
11739,1,2,93857,7396,120000,30,1
11740,1,2,5000,0,300000,47,0
11744,1,3,9084,0,70000,31,0
11749,1,2,50149,2000,100000,34,0
11750,1,2,50015,0,50000,45,0
11785,1,4,9730,0,10000,23,0
11809,1,2,9359,350,50000,55,1
11814,1,2,47664,2000,120000,34,0
11818,1,2,30500,0,30000,23,0
11828,1,2,49418,1900,50000,30,0
11830,1,2,17869,0,30000,24,0
11831,1,2,14008,0,60000,35,0
11838,1,2,28496,1642,30000,29,0
11842,1,2,222304,0,370000,45,1
11845,1,5,1200,0,30000,24,0
11855,1,2,35180,1500,70000,27,0
11874,1,3,89429,3400,100000,29,0
11893,1,2,503,0,260000,37,0
11908,1,2,21625,0,130000,43,0
11914,1,3,6463,0,20000,24,1
11930,1,2,14741,1000,20000,32,0
11934,1,2,29433,1251,50000,43,1
11947,1,2,31203,0,30000,25,0
11976,1,2,20389,0,70000,25,0
11978,1,2,194206,9200,280000,30,0
11981,1,2,4009,5180,230000,30,1
11983,1,2,799,4305,250000,30,1
11984,1,2,54924,2800,100000,31,1
11988,1,3,1050,0,20000,36,0
11994,1,2,33102,1771,100000,28,0
11995,1,2,26141,1115,30000,22,0
12004,1,3,30071,0,30000,35,1
12011,1,2,86445,6500,90000,39,0
12018,1,2,15917,0,50000,47,0
12019,1,2,2500,0,260000,64,0
12022,1,2,2855,0,80000,52,0
12025,1,2,46284,2200,90000,28,1
12036,1,7,2646,0,30000,44,0
12052,1,2,19986,2100,50000,26,0
12067,1,2,58053,2300,70000,53,0
12073,1,2,57532,2000,120000,36,1
12079,1,2,24022,2000,30000,46,0
12090,1,2,97451,1900,160000,32,0
12094,1,2,27396,1400,70000,43,0
12099,1,2,7361,2000,120000,28,1
12101,1,2,44509,2000,120000,41,0
12122,1,2,38244,871,40000,27,0
12132,1,2,47604,1367,70000,23,1
12145,1,2,14216,1000,190000,32,0
12150,1,2,35536,1600,300000,42,0
12157,1,2,29408,1000,30000,51,1
12163,1,2,59367,2114,120000,31,0
12164,1,2,48037,396,50000,42,0
12168,1,2,35766,1100,500000,32,1
12177,1,2,47440,3758,50000,53,0
12192,1,4,420,0,10000,55,0
12197,1,2,17583,1708,20000,35,0
12202,1,2,26298,2400,50000,25,0
12207,1,4,21057,5000,30000,36,0
12217,1,2,201410,7300,280000,39,0
12231,1,2,27798,0,30000,37,0
12234,1,2,8749,1000,160000,31,1
12236,1,2,17889,1007,20000,36,1
12238,1,2,38584,0,50000,30,0
12261,1,4,39093,0,90000,23,0
12279,1,2,9785,855,20000,47,0
12281,1,4,12139,0,100000,36,0
12282,1,2,20129,700,50000,37,1
12287,1,2,61691,3000,60000,36,0
12298,1,2,39696,300,100000,22,1
12308,1,2,310308,11000,320000,40,0
12322,1,2,112011,4005,200000,26,0
12345,1,2,17954,1000,30000,53,0
12347,1,2,171923,0,190000,28,0
12362,1,2,99732,3800,100000,26,0
12363,1,2,44929,4000,50000,32,0
12370,1,2,19795,0,20000,42,0
12372,1,2,20430,1000,40000,28,0
12385,1,2,327750,8567,330000,27,1
12388,1,2,31133,1500,70000,42,0
12391,1,2,77273,1000,150000,32,0
12393,1,2,28104,1300,30000,47,0
12395,1,2,16934,1700,20000,45,0
12407,1,2,142913,5600,160000,33,0
12409,1,2,61682,5010,80000,30,1
12417,1,2,10851,1000,60000,27,0
12424,1,2,76549,4000,110000,25,0
12431,1,4,1650,0,20000,24,0
12433,1,4,1650,0,20000,24,0
12451,1,2,23489,1000,40000,24,0
12482,1,2,48757,1834,80000,26,0
12489,1,2,955,1170,30000,36,1
12497,1,2,261,6500,60000,31,0
12498,1,2,129942,0,200000,34,0
12501,1,2,32890,1400,70000,38,0
12503,1,2,60881,707,400000,27,0
12508,1,2,56699,0,80000,24,0
12520,1,2,101280,2000,100000,27,0
12521,1,2,190198,5600,200000,33,1
12523,1,2,15484,0,20000,48,0
12536,1,2,10632,0,20000,28,0
12538,1,2,19342,660,50000,23,1
12547,1,2,51988,5000,90000,27,0
12574,1,2,1138,182,10000,49,1
12605,1,2,10109,1000,10000,22,1
12623,1,2,147262,12000,170000,37,0
12642,1,2,146651,2500,140000,24,1
12656,1,2,86705,5100,350000,24,1
12674,1,2,308523,15000,430000,42,0
12677,1,2,29054,0,200000,36,0
12713,1,2,9290,5000,360000,33,1
12716,1,2,217830,9078,250000,35,0
12722,1,2,40920,1600,90000,25,1
12724,1,2,65761,2600,70000,27,0
12733,1,2,18004,2000,70000,34,0
12746,1,3,41357,1000,50000,52,0
12761,1,2,40009,5000,50000,30,0
12768,1,2,165872,11000,180000,27,1
12773,1,2,3023,2000,70000,36,0
12775,1,4,20638,0,20000,23,0
12781,1,2,56517,26000,60000,38,1
12801,1,2,8785,320,10000,36,1
12803,1,2,148107,0,260000,53,0
12811,1,2,28952,3000,50000,25,0
12812,1,4,69424,0,100000,54,0
12813,1,2,121365,7200,130000,29,0
12819,1,2,28039,1200,70000,25,0
12820,1,2,38852,1500,50000,47,0
12823,1,2,142019,5,140000,50,0
12825,1,7,2400,0,50000,36,0
12832,1,2,7923,0,20000,24,0
12835,1,2,20897,0,40000,26,0
12846,1,2,90545,3500,90000,42,0
12877,1,4,21596,0,20000,28,0
12898,1,3,10529,0,20000,22,1
12909,1,2,113328,9200,120000,37,0
12923,1,2,63979,5000,90000,33,1
12931,1,2,34668,0,50000,24,0
12937,1,2,219064,7500,220000,32,0
12947,1,2,131154,9800,140000,34,0
12953,1,2,32854,1641,40000,23,0
12956,1,2,2500,0,280000,62,0
12967,1,3,381863,2281,400000,40,0
12970,1,2,29742,1400,50000,34,1
12978,1,2,120714,5000,160000,33,1
13021,1,2,20122,0,20000,56,0
13047,1,2,111423,10000,660000,40,1
13056,1,2,237399,0,230000,29,0
13059,1,2,29123,1216,50000,26,0
13065,1,2,27801,1500,30000,23,1
13068,1,2,28656,1000,50000,30,0
13101,1,2,7906,0,60000,35,0
13152,1,2,152219,0,180000,34,0
13189,1,2,58455,0,300000,36,0
13219,1,2,5791,0,20000,23,0
13222,1,2,45679,1500,50000,24,0
13232,1,6,1800,0,20000,23,0
13255,1,4,12582,0,20000,25,0
13259,1,2,188683,10000,200000,55,0
13262,1,4,63449,0,60000,60,0
13263,1,2,31548,0,40000,24,0
13265,1,2,46528,0,50000,23,1
13278,1,2,3673,6134,150000,32,1
13290,1,2,205949,7500,230000,34,0
13291,1,2,10418,0,20000,41,0
13292,1,2,48358,0,50000,22,0
13298,1,2,53589,2200,80000,36,0
13301,1,2,51400,0,100000,41,0
13314,1,2,28819,1000,30000,26,0
13334,1,2,10746,500,50000,25,1
13341,1,2,279294,9500,350000,47,0
13354,1,2,17762,0,140000,29,0
13365,1,2,50758,0,110000,23,0
13370,1,2,123191,11781,150000,31,0
13389,1,2,18356,2000,20000,45,1
13401,1,2,48537,0,50000,32,0
13407,1,7,2400,0,10000,23,0
13418,1,2,16485,0,50000,32,0
13422,1,2,79292,3100,100000,29,0
13441,1,2,36935,0,40000,23,0
13445,1,2,225021,0,320000,48,0
13454,1,2,13371,608,20000,29,1
13466,1,2,27211,0,140000,26,0
13479,1,2,17760,0,30000,43,0
13480,1,2,179140,6500,390000,41,0
13489,1,2,64351,4000,80000,26,0
13501,1,2,48150,1800,140000,36,0
13529,1,2,16472,5782,20000,31,0
13562,1,2,327542,0,320000,46,0
13571,1,2,914,16,20000,45,0
13576,1,2,10521,0,40000,26,0
13600,1,2,6598,10000,120000,41,1
13606,1,2,36216,1500,50000,27,0
13624,1,2,3395,1000,10000,23,0
13636,1,4,21662,0,20000,36,0
13656,1,2,17704,1000,30000,29,0
13675,1,2,14596,0,30000,35,0
13680,1,2,41241,3500,60000,28,0
13690,1,2,79311,3200,110000,25,1
13696,1,3,19897,500,20000,29,0
13697,1,2,31775,0,30000,49,0
13712,1,2,2500,0,200000,30,0
13713,1,4,18577,0,20000,40,0
13715,1,2,13525,2000,30000,54,0
13718,1,2,60367,2400,70000,30,0
13720,1,3,29903,1600,30000,27,0
13731,1,2,607,3076,280000,47,1
13737,1,2,24131,5000,30000,27,0
13739,1,2,29071,1001,30000,22,0
13740,1,7,2400,0,40000,43,0
13744,1,2,2497,0,260000,29,0
13745,1,2,34419,0,100000,58,0
13779,1,2,26353,1100,30000,25,0
13781,1,3,9863,0,20000,34,0
13784,1,2,8224,0,10000,22,0
13786,1,2,35238,1400,240000,35,0
13788,1,2,49142,4200,160000,41,1
13808,1,2,27204,0,50000,26,0
13811,1,2,14386,0,40000,47,0
13814,1,2,18013,1700,240000,36,1
13845,1,2,30690,1049,30000,25,0
13861,1,2,37259,2088,150000,32,1
13868,1,2,194710,8000,380000,31,1
13896,1,2,1340,0,20000,50,1
13898,1,2,47722,1569,80000,54,0
13902,1,2,11188,3000,40000,26,0
13905,1,2,27302,1500,50000,26,0
13909,1,2,169075,6200,180000,28,0
13923,1,2,37296,1500,40000,24,1
13933,1,2,17380,0,50000,27,0
13945,1,2,77417,6250,90000,32,0
13952,1,2,125874,5000,130000,34,0
13957,1,2,14654,0,70000,46,0
13958,1,2,16525,0,20000,33,0
13961,1,2,83581,0,120000,38,0
13967,1,7,2400,0,40000,55,0
13971,1,2,43576,2001,50000,23,0
13992,1,2,199689,6622,230000,46,0
13993,1,2,19390,1000,20000,30,1
13995,1,2,916,2133,160000,36,1
13998,1,5,83401,0,90000,31,0
14006,1,2,101568,2843,500000,35,1
14018,1,4,30149,0,50000,45,0
14026,1,2,48677,0,50000,31,0
14045,1,2,76831,4000,80000,45,1
14063,1,2,13707,1000,30000,26,0
14072,1,2,6495,80900,100000,24,0
14075,1,2,65579,3000,90000,28,0
14082,1,2,83897,0,80000,41,0
14085,1,2,81533,0,200000,36,0
14087,1,3,11922,587,30000,54,1
14097,1,3,14510,550,20000,61,0
14102,1,2,107145,3785,110000,29,1
14109,1,2,30268,1319,60000,23,0
14122,1,2,195475,10000,200000,32,1
14142,1,2,13442,1000,30000,28,1
14149,1,2,18438,1200,20000,23,1
14163,1,2,9320,254,230000,24,1
14212,1,2,55956,3000,190000,39,1
14217,1,2,71179,0,70000,38,0
14221,1,2,48678,0,70000,42,0
14226,1,3,1050,0,50000,29,0
14245,1,7,2400,0,10000,50,0
14259,1,2,7800,0,50000,27,0
14281,1,2,135859,2300,140000,38,0
14282,1,2,48220,1600,80000,27,1
14293,1,2,35836,699,50000,23,1
14295,1,4,1650,0,20000,24,0
14299,1,2,32739,1150,30000,37,0
14304,1,2,18037,900,20000,27,0
14315,1,2,52279,1800,80000,60,0
14323,1,2,150,925,440000,62,1
14328,1,2,15983,0,20000,26,0
14330,1,2,1000,0,20000,25,0
14331,1,2,12147,400,150000,46,0
14341,1,2,22622,900,30000,28,0
14345,1,2,7396,1000,230000,42,1
14368,1,2,98283,1600,100000,51,0
14375,1,2,49640,0,160000,42,0
14377,1,2,23725,0,30000,47,0
14379,1,2,47654,2000,50000,26,0
14393,1,2,8864,500,80000,41,0
14402,1,2,540,390,160000,52,1
14411,1,2,5569,400,10000,24,0
14417,1,2,8061,294,20000,48,1
14419,1,2,19517,1000,20000,40,0
14420,1,2,1321,8480,440000,45,0
14425,1,2,118722,4500,210000,27,0
14429,1,3,1050,0,30000,25,0
14440,1,2,34032,0,50000,31,0
14447,1,2,68247,4000,80000,39,0
14453,1,2,19978,868,50000,31,1
14454,1,2,11,0,330000,28,0
14468,1,4,26889,3000,60000,37,0
14472,1,2,89025,7000,110000,28,0
14479,1,2,31208,0,30000,23,0
14486,1,2,19682,0,90000,27,0
14500,1,2,48135,3000,60000,24,0
14501,1,2,211373,8229,240000,29,0
14506,1,2,26798,2500,30000,49,1
14510,1,2,29887,1000,30000,27,1
14543,1,2,32185,1400,50000,38,0
14547,1,2,134665,10000,140000,35,1
14558,1,2,188375,0,200000,39,1
14563,1,2,47993,5000,240000,39,0
14582,1,2,21652,2000,130000,47,0
14589,1,2,154010,6267,280000,50,0
14615,1,6,142,0,10000,29,0
14624,1,2,29329,1000,30000,23,0
14631,1,2,9933,1000,10000,23,0
14634,1,2,50713,2400,50000,25,0
14650,1,2,175918,6600,200000,33,0
14653,1,2,15700,1500,30000,25,0
14683,1,2,47220,4005,50000,25,0
14692,1,2,14706,0,20000,28,0
14693,1,2,55912,2200,170000,34,0
14696,1,2,29858,580,30000,59,0
14697,1,2,97711,4000,300000,39,1
14707,1,2,38512,0,100000,34,0
14709,1,2,61811,2500,80000,37,0
14712,1,2,9694,500,50000,22,1
14723,1,2,45058,1900,80000,30,0
14729,1,2,66520,3000,110000,30,0
14761,1,2,19930,900,20000,42,1
14794,1,3,6991,27150,20000,25,0
14797,1,2,45310,0,50000,43,0
14806,1,2,19446,0,20000,24,0
14810,1,2,61240,1200,130000,45,0
14811,1,2,10352,3000,250000,44,0
14831,1,2,1680,5285,20000,48,1
14861,1,2,78257,3200,80000,34,0
14862,1,7,2550,0,30000,24,0
14881,1,2,117729,5000,120000,32,0
14884,1,2,13817,1000,20000,26,0
14892,1,7,2550,0,50000,29,0
14894,1,2,24051,3000,70000,32,0
14915,1,2,200,0,30000,26,0
14933,1,2,12894,0,20000,26,0
14946,1,2,40689,1500,40000,24,1
14951,1,2,2487,0,250000,51,0
14955,1,3,17336,0,20000,40,0
14973,1,3,882,0,150000,28,0
14974,1,7,2395,0,30000,55,0
14977,1,2,29239,1185,30000,58,0
14981,1,2,30525,0,30000,23,0
15009,1,2,22818,2029,30000,43,0
15014,1,2,16832,0,20000,40,0
15019,1,2,44357,0,50000,41,0
15021,1,2,11865,450,70000,45,0
15031,1,2,40150,3000,150000,46,0
15034,1,2,120528,5000,180000,36,0
15038,1,2,77373,3000,100000,35,0
15044,1,2,94518,484,100000,40,1
15049,1,2,3630,3615,340000,42,1
15053,1,2,8415,8013,350000,34,1
15063,1,2,72705,2800,100000,35,0
15112,1,2,23494,0,50000,50,0
15120,1,2,11748,900,20000,56,0
15139,1,7,2395,0,30000,55,0
15141,1,2,21942,712,50000,55,0
